id,year,date,primary_weapon,threat_type,flee_status,was_mental_illness_related,body_camera,race,gender,age,city,county,state,agency_name,agency_type,agency_ids,latitude,longitude,location_precision
1855,2016,2016-09-03,undetermined,undetermined,not,0,0,White,male,25.0,East Wenatchee,Douglas,WA,East Wenatchee Police Department,local_police,1438,47.439539,-120.302783,not_available
1860,2016,2016-09-03,gun,shoot,other,0,0,White,male,36.0,Metropolis,Massac,IL,Illinois State Police,state_police,41,37.1511655,-88.7319979,not_available
1861,2016,2016-09-03,gun,point,car,0,0,unknown,male,,Temple,Bell,TX,Texas Department of Public Safety,state_police,951,31.0933242,-97.3567946,not_available
1852,2016,2016-09-04,knife,threat,not,1,0,Hispanic,male,,Long Beach,Los Angeles,CA,Long Beach Police Department,local_police,519,33.787147,-118.1545508,not_available
1859,2016,2016-09-04,knife,threat,not,1,0,Hispanic,male,44.0,Grand Junction,Mesa,CO,Grand Junction Police Department,local_police,499,39.0761899,-108.525554,not_available
1851,2016,2016-09-05,gun,attack,car,0,0,Black,male,36.0,Ellis County,Ellis,TX,Ennis Police Department,local_police,1436,32.343062,-96.632019,not_available
1858,2016,2016-09-05,gun,threat,not,0,0,Hispanic,male,35.0,Austin,Williamson,TX,Austin Police Department,local_police,141,30.4345698,-97.7600148,not_available
1862,2016,2016-09-06,vehicle,threat,other,0,0,White,male,25.0,Omaha,Douglas,NE,Douglas County Sheriff's Department,sheriff,1440,41.2055705,-95.9470722,not_available
1863,2016,2016-09-06,gun,shoot,car,1,0,unknown,male,65.0,Spencer,Roane,WV,Roane County Sheriff's Department,sheriff,1441,38.8514152,-81.3987875,not_available
1864,2016,2016-09-06,gun,point,car,0,0,Hispanic,male,31.0,Phoenix,Maricopa,AZ,Phoenix Police Department,local_police,80,33.4483771,-112.0740373,not_available
1865,2016,2016-09-06,gun,threat,not,0,1,White,male,70.0,Gray,Washington,TN,Washington County Sheriff's Department,sheriff,1442,36.3770198,-82.465029,not_available
1868,2016,2016-09-06,knife,attack,not,1,0,White,male,25.0,Phoenix,Maricopa,AZ,Phoenix Police Department,local_police,80,33.4839478,-112.1620518,not_available
1867,2016,2016-09-07,knife,attack,not,0,0,Black,male,55.0,Albany,Dougherty,GA,Albany Police Department,local_police,1443,31.569189,-84.16187,not_available
1869,2016,2016-09-07,undetermined,threat,not,0,0,White,male,35.0,Titusville,Brevard,FL,Titusville Police Department,local_police,1444,28.585341,-80.819262,not_available
1871,2016,2016-09-07,gun,point,not,0,0,Black,male,25.0,Wyoming,Kent,MI,Wyoming Police Department,local_police,512,42.9055942,-85.6466878,not_available
1872,2016,2016-09-08,gun,shoot,not,0,0,White,male,32.0,Lakeland,Polk,FL,Polk County Sheriff's Department,sheriff,805,28.0529146,-81.9061023,not_available
1873,2016,2016-09-08,replica,shoot,not,0,0,Hispanic,male,38.0,Delhi,Merced,CA,Merced County Sheriff's Department,sheriff,1003,37.4221934,-120.7805821,not_available
1874,2016,2016-09-09,gun,shoot,not,0,0,Hispanic,male,32.0,Memphis,Crittenden,TN,Shelby County Sheriff's Office,sheriff,1446,35.1561683,-90.158142,not_available
1876,2016,2016-09-09,unknown,threat,not,1,0,White,male,64.0,Auburn,King,WA,Auburn Police Department,local_police,1447,47.3169763,-122.2098893,not_available
1879,2016,2016-09-09,knife,threat,not,0,0,Black,male,55.0,Pompano Beach,Broward,FL,Broward County Sheriff's Office,sheriff,579,26.244715,-80.127221,not_available
1877,2016,2016-09-10,replica,threat,not,1,1,White,male,69.0,Montcalm,Mercer,WV,Mercer County Sheriff's Department,sheriff,1448,37.3542289,-81.2483697,not_available
1897,2016,2016-09-10,gun,shoot,not,0,1,White,male,37.0,Boulder,Boulder,CO,Boulder County Sheriff's Office,sheriff,300,40.1162329,-105.102621,not_available
1875,2016,2016-09-11,vehicle,attack,other,0,0,Black,male,31.0,Washington,Washington,DC,Metropolitan Police Department,local_police,882,38.8765429,-77.0020527,not_available
1880,2016,2016-09-12,gun,threat,not,0,0,unknown,male,86.0,Saratoga,Santa Clara,CA,Santa Clara Sheriff's Office,sheriff,3152,37.291639,-122.009379,not_available
1881,2016,2016-09-12,knife,attack,not,0,0,Black,male,25.0,Cedar Rapids,Linn,IA,Cedar Rapids Police Department,local_police,872,41.9911209,-91.7154504,not_available
1882,2016,2016-09-12,unarmed,accident,car,0,0,Hispanic,male,25.0,Colton,San Bernardino,CA,Colton Police Department,local_police,1452,34.0717571,-117.310694,not_available
1883,2016,2016-09-14,replica,threat,foot,0,0,Black,male,13.0,Columbus,Franklin,OH,Columbus Police Department,local_police,90,39.9628206,-82.9868886,not_available
1884,2016,2016-09-15,gun,threat,other,0,0,Hispanic,male,32.0,Phoenix,Maricopa,AZ,Phoenix Police Department,local_police,80,33.4240201,-112.0304603,not_available
1885,2016,2016-09-15,gun,shoot,foot,0,0,White,male,34.0,Austin,Travis,TX,Austin Police Department,local_police,141,30.2281914,-97.8342828,not_available
1886,2016,2016-09-15,gun,threat,not,1,0,White,male,69.0,Weeki Wachi,Hernando,FL,Hernando County Sheriff's Department,sheriff,991,28.5579555,-82.5543755,not_available
1887,2016,2016-09-16,gun,shoot,not,0,0,unknown,male,46.0,Big Bear,Phelps,MO,Missouri State Highway Patrol,state_police,1066,37.9642529,-91.8318334,not_available
1888,2016,2016-09-16,unarmed,move,not,0,0,Black,male,40.0,Tulsa,Tulsa,OK,Tulsa Police Department,local_police,1313,36.2061183,-95.9582224,not_available
1889,2016,2016-09-16,unarmed,move,foot,0,1,Native American,male,29.0,Winooski,Chittenden,VT,Franklin County Sheriff's Department,sheriff,1455,44.4923278,-73.1911209,not_available
1893,2016,2016-09-16,knife,attack,not,0,0,White,male,29.0,Owensboro,Daviess,KY,Owensboro Police Department,local_police,612,37.7700392,-87.1472484,not_available
1890,2016,2016-09-17,knife,threat,not,0,0,White,male,42.0,Beaumont,Riverside,CA,Beaumont Police Department,local_police,1456,33.9294722,-116.9488556,not_available
1894,2016,2016-09-17,gun,shoot,foot,0,0,Black,male,25.0,Philadelphia,Philadelphia,PA,Philadelphia Police Department,local_police,671,39.9567457,-75.2174864,not_available
1895,2016,2016-09-17,replica,point,other,0,1,White,male,45.0,Huntsville,Madison,AL,Huntsville Police Department,local_police,531,34.65885,-86.540007,not_available
1896,2016,2016-09-17,gun,shoot,not,1,0,White,male,55.0,Rutherfordton,Rutherford,NC,Rutherford County Sheriff's Office,sheriff,1457,35.3641103,-81.9614576,not_available
1898,2016,2016-09-17,knife,attack,not,0,0,Black,male,22.0,St. Cloud,Stearns,MN,Avon Police Department,local_police,1462,45.5560306,-94.2101183,not_available
1891,2016,2016-09-18,gun,threat,not,0,0,Black,male,61.0,Akron,Summit,OH,Akron Police Department,local_police,815,41.042111,-81.563232,not_available
1900,2016,2016-09-19,gun,point,not,1,1,White,female,46.0,Spring,Harris,TX,Harris County Constable's Office,local_police,1129,30.0671436,-95.377671,not_available
1902,2016,2016-09-19,unknown,threat,not,1,0,White,male,30.0,Logan Canyon,Emery,UT,Cache County Sheriff's Office,sheriff,1459,39.3209801,-111.0937311,not_available
1907,2016,2016-09-19,gun,point,not,1,0,White,male,56.0,Wood County,Wood,TX,Wood County Sheriff's Office,sheriff,1463,32.7294549,-95.2578986,not_available
1899,2016,2016-09-20,gun,move,car,0,1,White,male,35.0,Decatur County,Decatur,TN,Decatur County Sheriff's Office,sheriff,1460,35.8396287,-88.086714,not_available
1901,2016,2016-09-20,gun,shoot,not,1,0,White,male,22.0,Port St. Lucie,St. Lucie,FL,St. Lucie County Sheriff's Office,sheriff,6,27.20651,-80.388398,not_available
1904,2016,2016-09-20,gun,threat,not,0,1,Black,male,43.0,Charlotte,unknown,NC,Charlotte Mecklenburg Police Department,local_police,354,35.2270869,-80.8431267,GoogleLocated_APPROXIMATE
1905,2016,2016-09-20,gun,point,not,0,0,White,male,43.0,Nashville,Davidson,TN,Nashville Police Department,local_police,450,36.2114944,-86.7652462,not_available
1906,2016,2016-09-20,gun,threat,foot,0,0,White,male,49.0,Westminster,Adams,CO,Westminster Police Department,local_police,1239,39.9159637,-104.9968652,not_available
1908,2016,2016-09-21,unarmed,move,not,0,0,White,male,23.0,Louisville,Cass,NE,Cass County Sheriff's Office,sheriff,1464,41.0021841,-96.1633034,not_available
1909,2016,2016-09-23,unarmed,point,foot,0,0,White,male,41.0,Fair Oaks,Sacramento,CA,Sacramento County Sheriff's Department,sheriff,1069,38.66519,-121.2304357,not_available
1914,2016,2016-09-23,unknown,threat,not,0,1,Black,male,33.0,Pikesville,Baltimore,MD,Baltimore County Police Department,local_police,128,39.3675873,-76.7644368,not_available
1915,2016,2016-09-23,gun,threat,foot,0,0,Hispanic,male,30.0,San Antonio,Bexar,TX,San Antonio Police Department,local_police,44,29.3725913,-98.5340908,not_available
1910,2016,2016-09-25,gun,move,not,1,0,White,male,25.0,Claremont,Sullivan,NH,Claremont Police Department,local_police,1465,43.3842988,-72.3561964,not_available
1911,2016,2016-09-26,gun,point,other,0,0,White,male,52.0,Garden City,Ada,ID,Garden City Police Department,local_police,1466,43.6443468,-116.2638396,not_available
1912,2016,2016-09-26,gun,threat,not,1,0,White,male,32.0,Little Rock,Pulaski,AR,Pulaski County Sheriff's Department,sheriff,1467,34.7417469,-92.531919,not_available
1916,2016,2016-09-26,gun,shoot,not,0,1,White,male,46.0,Houston,Harris,TX,Houston Police Department,local_police,102,29.7245771,-95.4424879,not_available
1917,2016,2016-09-26,gun,threat,not,1,1,White,male,48.0,Burnsville,Dakota,MN,Burnsville Police Department,local_police,1175,44.7902333,-93.2128195,not_available
1918,2016,2016-09-27,unarmed,point,not,1,1,Black,male,38.0,El Cajon,San Diego,CA,El Cajon Police Department,local_police,1030,32.8077092,-116.952236,not_available
1941,2016,2016-09-27,unknown,threat,car,0,0,White,male,26.0,Phoenix,Maricopa,AZ,Phoenix Police Department,local_police,80,33.6749991,-112.0992855,not_available
1919,2016,2016-09-28,unarmed,attack,not,0,0,Black,male,32.0,Philadelphia,Philadelphia,PA,Philadelphia Police Department,local_police,671,39.9525839,-75.1652215,not_available
1920,2016,2016-09-28,knife,attack,not,0,1,Hispanic,male,28.0,Valdosta,Lowndes,GA,Valdosta Police Department,local_police,1469,30.8711,-83.2656,not_available
1921,2016,2016-09-29,gun,shoot,not,0,1,White,male,53.0,Kingman,Mohave,AZ,Kingman Police Department,local_police,596,35.2125292,-114.0400549,not_available
1926,2016,2016-09-30,unknown,undetermined,not,0,0,White,male,38.0,Groveton,Trinity,TX,Trinity County Sheriff's Office,sheriff,1472,31.0549071,-95.1257691,not_available
1927,2016,2016-09-30,undetermined,undetermined,not,0,0,Black,male,18.0,Newark,Essex,NJ,Newark Police Department,local_police,1473,40.7670081,-74.1839238,not_available
1928,2016,2016-09-30,gun,attack,foot,0,0,Black,male,32.0,Campobello,Spartanburg,SC,Greenville County Sheriff's Department,sheriff,395,35.1128695,-82.215639,not_available
1929,2016,2016-09-30,gun,point,other,0,0,White,male,37.0,Belleville,Wayne,MI,Michigan State Police,state_police,479,42.1729735,-83.4319504,not_available
1930,2016,2016-09-30,undetermined,undetermined,not,0,0,Black,male,18.0,Newark,Essex,NJ,Newark Police Department,local_police,1473,40.7670081,-74.1839238,not_available
1931,2016,2016-09-30,gun,flee,foot,0,0,Black,male,20.0,Columbus,Franklin,OH,Columbus Police Department,local_police,90,39.9511227,-82.8477537,not_available
1923,2016,2016-10-01,gun,point,foot,0,0,White,male,28.0,Hometown,Putnam,WV,Putnam County Sheriff's Department,sheriff,1470,38.5350273,-81.8595884,not_available
1925,2016,2016-10-01,gun,threat,foot,0,1,Black,male,18.0,Los Angeles,Los Angeles,CA,Los Angeles Police Department,local_police,38,33.9390912,-118.3069445,not_available
1922,2016,2016-10-02,replica,point,not,1,1,Hispanic,male,16.0,Los Angeles,Los Angeles,CA,Los Angeles Police Department,local_police,38,34.0002195,-118.2499517,not_available
1924,2016,2016-10-02,unknown,threat,not,0,0,Black,male,36.0,Markham,Cook,IL,Markham Police Department,local_police,1471,41.593869,-87.666541,not_available
1932,2016,2016-10-03,gun,point,not,0,0,White,male,57.0,Lynn,Essex,MA,Lynn Police Department,local_police,648,42.4596403,-70.9342947,not_available
1933,2016,2016-10-03,gun,threat,not,0,0,White,male,49.0,Ventnor,Atlantic,NJ,Ventnor Police Department,local_police,1474,39.351896,-74.4882756,not_available
1935,2016,2016-10-04,blunt_object,attack,foot,0,0,Hispanic,male,31.0,Riverview,Hillsborough,FL,Hillsborough County Sheriff's Office,sheriff,747,27.8605492,-82.3293858,not_available
1936,2016,2016-10-04,gun,shoot,not,0,0,White,male,26.0,Springdale,Washington,AR,Springdale Police Department,local_police,1477,36.1707466,-94.133833,not_available
1938,2016,2016-10-04,gun,threat,not,1,0,White,male,51.0,Hessel,Mackinac,MI,Michigan State Police,state_police,479,46.0041827,-84.425869,not_available
1937,2016,2016-10-05,knife,threat,not,1,0,White,male,28.0,Boulder,Boulder,CO,Boulder Police Department,local_police,1272,40.0106215,-105.2638032,not_available
1939,2016,2016-10-05,gun,shoot,car,0,0,White,male,35.0,Moncks Corner,Berkeley,SC,Berkeley County Sheriff's Office,sheriff,537,33.0822428,-80.0055335,not_available
1944,2016,2016-10-07,other,threat,not,0,0,Black,male,57.0,Macon,unknown,GA,Bibb County Sheriff's Department,sheriff,1479,32.812384,-83.644257,not_available
1945,2016,2016-10-07,knife,threat,not,0,0,White,male,36.0,Fort Wayne,Allen,IN,Fort Wayne Police Department,local_police,582,41.127797,-85.129775,not_available
1946,2016,2016-10-07,gun,shoot,not,0,0,White,male,42.0,Killeen,Lauderdale,AL,Florence Police Department,local_police,1480,34.8594135,-87.4915513,not_available
1948,2016,2016-10-07,gun,shoot,not,0,0,Black,male,,Alexandria,Rapides,LA,Rapides Parish Sheriff's Office,sheriff,84,31.3402706,-92.5165863,not_available
1953,2016,2016-10-07,replica,threat,not,0,0,White,male,49.0,Benton,Saline,AR,Benton Police Department,local_police,1483,34.5822301,-92.5695426,not_available
1942,2016,2016-10-08,knife,threat,not,1,0,Hispanic,male,21.0,Federal Way,King,WA,Federal Way Police Department,local_police,1488,47.3433585,-122.2964731,not_available
1947,2016,2016-10-08,unknown,threat,not,0,0,unknown,male,39.0,Wetumka,Hughes,OK,Hughes County Sheriff's Department,sheriff,1481,35.1739109,-96.230058,not_available
1956,2016,2016-10-08,knife,attack,not,0,0,White,female,53.0,Modesto,Stanislaus,CA,Modesto Police Department,local_police,867,37.6652906,-120.9676274,not_available
2143,2016,2016-10-08,knife,threat,not,0,0,White,male,62.0,Fort Wayne,Allen,IN,Fort Wayne Police Department,local_police,582,41.0734557,-85.0908106,not_available
1943,2016,2016-10-09,gun,shoot,not,0,0,Black,male,41.0,Syracuse,Onondaga,NY,Syracuse Police Department,local_police,1122,43.0453295,-76.1321642,not_available
1954,2016,2016-10-09,gun,threat,car,1,0,White,male,40.0,Scottsdale,Maricopa,AZ,Arizona Department of Public Safety,state_police,817,33.6679214,-111.9613811,not_available
1949,2016,2016-10-10,gun,threat,not,0,0,unknown,male,50.0,Lumberton,Robeson,NC,North Carolina State Highway Patrol,state_police,1199,34.6202592,-79.0565652,not_available
1950,2016,2016-10-10,unarmed,move,not,1,0,Hispanic,male,27.0,Irvine,Orange,CA,California Highway Patrol,state_police,266,33.6839473,-117.7946942,not_available
1951,2016,2016-10-10,gun,threat,unknown,0,0,Native American,male,19.0,Midland,Midland,TX,Midland Police Department,local_police,562,32.0108533,-102.0330681,not_available
1952,2016,2016-10-10,unknown,flee,car,0,0,White,male,26.0,Westlake,Morrow,OH,Westlake Police Department,local_police,1482,40.4172871,-82.907123,not_available
1957,2016,2016-10-11,knife,threat,not,0,0,Asian Heritage,male,44.0,Seattle,unknown,WA,Seattle Police Department,local_police,651,47.6061389,-122.3328481,GoogleLocated_APPROXIMATE
1958,2016,2016-10-11,knife,threat,not,0,0,White,male,30.0,Concord,Contra Costa,CA,Concord Police Department,local_police,1484,37.9720845,-122.0275417,not_available
1959,2016,2016-10-12,gun,point,not,0,0,White,male,31.0,Livingston Parish,Livingston,LA,Livingston Parish Sheriff's Office,sheriff,1485,30.4544142,-90.9731531,not_available
1960,2016,2016-10-12,gun,shoot,not,0,0,Black,male,33.0,Boston,Suffolk,MA,Boston Police Department,local_police,3,42.3893343,-71.0049716,not_available
1961,2016,2016-10-12,gun,point,not,0,0,White,male,22.0,Morehead,Rowan,KY,Kentucky State Police,state_police,130,38.2262051,-83.4938046,not_available
1962,2016,2016-10-12,gun,threat,car,0,1,unknown,male,50.0,Las Vegas,Clark,NV,Las Vegas Metropolitan Police Department,local_police,375,36.1699412,-115.1398296,not_available
1963,2016,2016-10-13,knife,threat,unknown,1,0,White,male,46.0,Grants Pass,Josephine,OR,Grants Pass Police Department,local_police,1486,42.4161662,-123.3839234,not_available
1964,2016,2016-10-13,gun,threat,not,0,0,White,male,38.0,Kent,King,WA,Kent Police Department,local_police,1487,47.384275,-122.2256315,not_available
1965,2016,2016-10-14,blunt_object,attack,not,0,0,White,male,23.0,Beaumont,Jefferson,TX,Beaumont Police Department,local_police,1147,30.1166894,-94.1685254,not_available
1969,2016,2016-10-14,gun,shoot,not,0,0,Hispanic,male,24.0,Oak Cliff,Dallas,TX,Dallas Police Department,local_police,330,32.7113589,-96.8205874,not_available
1970,2016,2016-10-14,gun,shoot,not,1,0,White,male,26.0,San Francisco,San Francisco,CA,San Francisco Police Department,local_police,196,37.7388961,-122.4851003,not_available
1968,2016,2016-10-15,gun,point,not,0,0,unknown,male,38.0,Phenix City,Lee,AL,Lee County Sheriff's Office,sheriff,1067,32.4785807,-85.1014177,not_available
1966,2016,2016-10-16,replica,point,not,1,0,White,female,26.0,Austin,Travis,TX,Austin Police Department,local_police,141,30.198358,-97.7892321,not_available
1967,2016,2016-10-16,other,attack,not,1,0,White,male,32.0,Santa Cruz,Santa Cruz,CA,Santa Cruz Police Department,local_police,1489,36.9539755,-122.0460377,not_available
1971,2016,2016-10-17,knife,threat,not,1,0,Hispanic,male,50.0,Miami,Miami-Dade,FL,Miami-Dade Police Department,local_police,219,25.9392372,-80.2937405,not_available
1973,2016,2016-10-17,gun,point,foot,1,0,White,male,17.0,Benton,Saline,AR,Benton Police Department,local_police,1483,34.5919986,-92.6014657,not_available
1974,2016,2016-10-17,knife,threat,not,1,0,White,male,39.0,Holiday,Ocean,FL,Pasco County Sheriff's Office,sheriff,1491,39.9711529,-74.2323016,not_available
1972,2016,2016-10-18,gun,shoot,not,0,1,Black,male,28.0,Benton Harbor,Berrien,MI,Benton Charter Township Police Department,local_police,1490,42.1016294,-86.4525467,not_available
1975,2016,2016-10-18,blunt_object,attack,not,1,0,Black,female,66.0,Bronx,Bronx,NY,New York Police Department,local_police,298,40.8189532,-73.8535295,not_available
1976,2016,2016-10-18,gun,attack,not,0,0,Hispanic,male,42.0,Tulsa,Tulsa,OK,Tulsa Police Department,local_police,1313,36.0998475,-95.7866288,not_available
1979,2016,2016-10-18,gun,shoot,not,0,0,White,male,34.0,Paris,Bourbon,KY,Paris Police Department,local_police,1493,38.197206,-84.2656887,not_available
1977,2016,2016-10-19,unknown,threat,car,0,0,White,male,38.0,Willoughby,Lake,OH,Willoughby Police Department,local_police,1492,41.6397696,-81.4065011,not_available
1978,2016,2016-10-19,gun,threat,not,0,0,unknown,male,24.0,Dallas,Dallas,TX,Dallas Police Department,local_police,330,32.7409978,-96.8769557,not_available
1982,2016,2016-10-19,vehicle,attack,car,0,0,Hispanic,male,28.0,Henderson,Clark,NV,Nevada Highway Patrol,state_police,1420,36.0442765,-115.0283738,not_available
1980,2016,2016-10-20,gun,point,not,0,0,White,male,29.0,Jacksonville,Duval,FL,Jacksonville Sheriff's Office,sheriff,17,30.4673646,-81.5830511,not_available
1983,2016,2016-10-21,knife,threat,unknown,0,0,White,male,58.0,Tulsa,Tulsa,OK,Tulsa Police Department,local_police,1313,36.1600685,-95.9278436,not_available
1988,2016,2016-10-21,gun,threat,not,1,0,Native American,female,23.0,Muckleshoot Indian Reservation,King,WA,King County Sheriff's Office,sheriff,1247,47.2588645,-122.1307873,not_available
1986,2016,2016-10-22,unknown,threat,not,1,0,White,male,21.0,Westover,Shelby,AL,Shelby County Sheriff's Department,sheriff,1327,33.3570048,-86.5650761,not_available
6960,2016,2016-10-22,vehicle,attack,car,0,0,unknown,male,31.0,Wildomar,unknown,CA,Murrieta Police Department,local_police,3151,33.649318,-117.2894592,block
1984,2016,2016-10-23,replica,point,not,0,0,White,male,45.0,Peterson,Fillmore,MN,Rochester Police Department,local_police,1494,43.786353,-91.8348728,not_available
1985,2016,2016-10-23,gun,shoot,not,0,0,White,male,38.0,Edmonton,Metcalfe,KY,Kentucky State Police,state_police,130,37.0213123,-85.5835229,not_available
1987,2016,2016-10-23,gun,shoot,not,0,0,Black,male,40.0,Colorado Springs,El Paso,CO,Colorado Springs Police Department,local_police,893,38.837264,-104.7944835,not_available
1989,2016,2016-10-24,gun,point,car,0,0,Black,male,19.0,North St. Louis,St. Louis City,MO,St. Louis County Police Department,local_police,268,38.6729796,-90.2294503,not_available
1990,2016,2016-10-25,replica,threat,not,0,0,Black,male,46.0,Little Rock,Pulaski,AR,Little Rock Police Department,local_police,1496,34.740544,-92.2654249,not_available
1991,2016,2016-10-25,replica,point,not,1,0,White,male,25.0,Elkton,Cecil,MD,Maryland State Police,state_police,736,39.5989683,-75.8209618,not_available
1992,2016,2016-10-25,replica,point,not,0,0,White,female,25.0,Elkton,Cecil,MD,Maryland State Police,state_police,736,39.5989683,-75.8209618,not_available
1993,2016,2016-10-25,knife,threat,not,1,0,White,male,37.0,Lincoln,Placer,CA,Lincoln Police Department,local_police,1498,38.8891836,-121.2927872,not_available
1994,2016,2016-10-26,gun,threat,not,0,0,Black,male,25.0,Carrollton,Dallas,TX,Carrollton Police Department,local_police,1499,32.9841027,-96.9187115,not_available
1996,2016,2016-10-26,unarmed,attack,not,0,0,White,male,36.0,Bartlesville,Washington,OK,Bartlesville Police Department,local_police,1500,36.752662,-95.9439809,not_available
1995,2016,2016-10-27,gun,threat,not,1,0,White,male,32.0,Billings,Yellowstone,MT,Billings Police Department,local_police,105,45.7524686,-108.551878,not_available
1997,2016,2016-10-27,gun,threat,not,0,0,Black,male,33.0,San Antonio,Bexar,TX,San Antonio Police Department,local_police,44,29.4925439,-98.4397189,not_available
1998,2016,2016-10-27,undetermined,attack,foot,0,0,Hispanic,male,24.0,Elberton,Elbert,GA,Georgia State Police,state_police,1038,34.2325796,-82.8968768,not_available
2000,2016,2016-10-28,gun,point,other,0,0,White,male,37.0,Morris,Grant,MN,Stevens County Sheriff's Department,sheriff,1501,45.8175233,-96.0082104,not_available
2001,2016,2016-10-28,gun,point,not,1,0,Black,male,38.0,Sacramento,Sacramento,CA,California Highway Patrol,state_police,266,38.6592367,-121.3551738,not_available
2002,2016,2016-10-28,knife,attack,not,1,0,Asian Heritage,male,45.0,North Royalton,Cuyahoga,OH,North Royalton Police Department,local_police,1502,41.3260413,-81.766506,not_available
1999,2016,2016-10-30,knife,threat,not,1,0,Black,male,31.0,Boston,Suffolk,MA,Boston Police Department,local_police,3,42.3436637,-71.0683333,not_available
2003,2016,2016-10-30,unknown,threat,car,0,0,White,male,34.0,Kingman,Mohave,AZ,Mohave County Sheriff's Deputy,sheriff,1504,35.2393983,-114.0377147,not_available
2004,2016,2016-10-30,gun,point,not,0,0,Hispanic,male,23.0,Corpus Christi,Nueces,TX,Corpus Christi Police Department,local_police,934,27.7938604,-97.3925439,not_available
2005,2016,2016-10-30,gun,shoot,car,0,0,unknown,male,38.0,Leedey,unknown,OK,Dewey County Sheriff's Department,sheriff,1505,35.8700463,-99.34677049999999,GoogleLocated_APPROXIMATE
2006,2016,2016-10-31,vehicle,attack,car,1,0,Black,female,39.0,Torrance,Los Angeles,CA,Torrance Police Department,local_police,1507,33.8193239,-118.3159177,not_available
2007,2016,2016-10-31,knife,attack,not,0,0,Hispanic,male,55.0,Chatsworth,Los Angeles,CA,Los Angeles County Sheriff's Department,sheriff,20,34.2408833,-118.5689837,not_available
2035,2016,2016-10-31,gun,shoot,other,0,0,White,female,31.0,Brookville,Montgomery,OH,Brookville Police Department,local_police,1522,39.85171,-84.424639,not_available
2008,2016,2016-11-01,gun,move,not,0,0,White,male,76.0,Carson City,Carson City,NV,Nevada Highway Patrol,state_police,1420,39.1612843,-119.761129,not_available
2009,2016,2016-11-02,gun,point,not,1,1,White,male,59.0,Houma,Terrebonne,LA,Terrebonne Parish Sheriff's Office,sheriff,680,29.5742817,-90.7559418,not_available
2010,2016,2016-11-02,gun,threat,other,0,0,White,male,40.0,West Jordan,Salt Lake,UT,West Jordan Police Department,local_police,751,40.5891891,-111.9220952,not_available
2011,2016,2016-11-03,gun,shoot,not,0,0,Black,male,23.0,Salisbury,Rowan,NC,Salisbury Police Department,local_police,1508,35.6680054,-80.4579877,not_available
2012,2016,2016-11-03,knife,attack,not,1,0,unknown,male,64.0,Chambersburg,Franklin,PA,Chambersburg Police Department,local_police,1509,39.9375911,-77.6611022,not_available
2013,2016,2016-11-03,gun,point,not,0,0,White,female,56.0,Loganville,Walton,GA,Walton County Sheriff's Department,sheriff,1511,33.7911428,-83.9627538,not_available
2015,2016,2016-11-04,unarmed,threat,not,0,0,Hispanic,male,26.0,Palm Springs,Riverside,CA,Palm Springs Police Department,local_police,1512,33.8179159,-116.5461567,not_available
2016,2016,2016-11-04,gun,shoot,other,1,0,Hispanic,male,35.0,New York,unknown,NY,New York Police Department,local_police,298,40.7127753,-74.0059728,GoogleLocated_APPROXIMATE
2017,2016,2016-11-05,knife,threat,not,1,0,White,male,49.0,Lealman,Pinellas,FL,Pinellas County Sheriff's Office,sheriff,1255,27.818285,-82.724735,not_available
2020,2016,2016-11-05,unknown,threat,car,0,0,White,male,36.0,Okemah,unknown,OK,Okfuskee County Sheriff's Deputy,sheriff,1514,35.4325854,-96.30500640000001,GoogleLocated_APPROXIMATE
2021,2016,2016-11-05,gun,point,not,0,0,White,male,56.0,Clendenin,Kanawha,WV,Kanawha County Sheriff's Office,sheriff,1515,38.4511802,-81.3532046,not_available
2022,2016,2016-11-05,gun,threat,unknown,1,0,unknown,male,59.0,Beaver,Clallam,WA,Forks Police Department,local_police,1516,48.0574252,-124.3477568,not_available
2023,2016,2016-11-05,gun,threat,other,0,1,White,male,34.0,Gladewater,Gregg,TX,Gladewater Police Department,local_police,1518,32.5430889,-94.955639,not_available
2014,2016,2016-11-06,unarmed,attack,not,0,0,Hispanic,male,33.0,Santa Ana,Orange,CA,Santa Ana Police Department,local_police,33,33.7272854,-117.9025178,not_available
2018,2016,2016-11-06,gun,point,not,1,0,White,male,43.0,Aiken,Aiken,SC,Aiken County Sheriff's Office,sheriff,914,33.461958,-81.827955,not_available
2019,2016,2016-11-06,unknown,threat,car,0,0,White,male,43.0,Bowling Green,Warren,KY,Butler County Sheriff's Office,sheriff,1513,36.9685219,-86.4808043,not_available
2024,2016,2016-11-06,blunt_object,threat,foot,0,0,White,male,31.0,Maurice River,Cumberland,NJ,New Jersey State Police,state_police,576,39.2535151,-74.9808755,not_available
2025,2016,2016-11-06,unknown,move,car,0,0,White,male,17.0,Phenix City,Russell,AL,Columbus Police Department,local_police,1519,32.5038288,-85.0037222,not_available
2027,2016,2016-11-06,blunt_object,threat,not,1,0,White,male,32.0,Hensley,McDowell,WV,West Virginia State Police,state_police,360,37.4740011,-81.6998327,not_available
2026,2016,2016-11-07,gun,point,other,0,0,Black,male,31.0,Philadelphia,Philadelphia,PA,Philadelphia Police Department,local_police,671,39.999031,-75.144955,not_available
2028,2016,2016-11-08,unarmed,attack,car,0,0,White,male,19.0,Hays,Ellis,KS,Ellis County Sheriff's Office,sheriff,1411,38.8865897,-99.3177093,not_available
